agent,role,time_sec,cumulative_pnl
MM_0,MarketMaker,35.123,-2741.0
MM_0,MarketMaker,35.124,-2582.0
MM_0,MarketMaker,35.124,-2855.0
MM_0,MarketMaker,36.354,-2854.5
MM_0,MarketMaker,36.366,-2854.0
MM_0,MarketMaker,36.428,-2853.5
MM_0,MarketMaker,36.475,-2356.5
MM_0,MarketMaker,36.641,-2339.0
MM_0,MarketMaker,36.646,-2337.5
MM_0,MarketMaker,36.647,-2336.0
MM_0,MarketMaker,36.781,-2335.0
MM_0,MarketMaker,36.791,-2334.0
MM_0,MarketMaker,36.853,-2333.0
MM_0,MarketMaker,36.876,-2332.0
MM_0,MarketMaker,37.154,-2331.0
MM_0,MarketMaker,37.225,-2330.0
MM_0,MarketMaker,37.36,-2329.5
MM_0,MarketMaker,37.383,-2329.0
MM_0,MarketMaker,37.746,-2328.0
MM_0,MarketMaker,37.794,-2327.0
MM_0,MarketMaker,37.954,-2326.5
MM_0,MarketMaker,37.964,-2326.0
MM_0,MarketMaker,37.965,-2325.5
MM_0,MarketMaker,38.0,-2320.0
MM_0,MarketMaker,38.0,-2318.5
MM_0,MarketMaker,38.016,-2317.5
MM_0,MarketMaker,38.027,-2317.0
MM_0,MarketMaker,38.11,-2316.0
MM_0,MarketMaker,38.172,-2315.0
MM_0,MarketMaker,38.172,-2314.0
MM_0,MarketMaker,38.234,-2313.0
MM_0,MarketMaker,38.306,-2312.0
MM_0,MarketMaker,38.392,-2799.0
MM_0,MarketMaker,38.393,-2800.0
MM_0,MarketMaker,38.393,-2818.0
MM_0,MarketMaker,38.393,-2824.0
MM_0,MarketMaker,38.393,-2818.0
MM_0,MarketMaker,38.649,-2563.0
MM_0,MarketMaker,38.794,-2560.0
MM_0,MarketMaker,38.945,-2770.0
MM_0,MarketMaker,38.946,-3260.5
MM_0,MarketMaker,38.946,-2770.0
MM_0,MarketMaker,38.946,-2832.5
MM_0,MarketMaker,38.946,-2852.5
MM_0,MarketMaker,38.946,-2832.5
MM_0,MarketMaker,39.477,-3065.0
MM_0,MarketMaker,39.477,-3065.5
MM_0,MarketMaker,39.558,-3033.5
MM_0,MarketMaker,39.706,-3032.5
MM_0,MarketMaker,40.03,-3033.0
MM_0,MarketMaker,40.069,-3032.5
MM_0,MarketMaker,40.287,-3032.0
MM_0,MarketMaker,40.348,-3031.5
MM_0,MarketMaker,40.359,-3031.0
MM_0,MarketMaker,40.422,-3030.5
MM_0,MarketMaker,40.433,-3030.0
MM_0,MarketMaker,40.434,-3029.5
MM_0,MarketMaker,40.493,-3029.0
MM_0,MarketMaker,40.507,-3028.5
MM_0,MarketMaker,40.567,-3028.0
MM_0,MarketMaker,40.578,-3027.5
MM_0,MarketMaker,40.578,-3027.0
MM_0,MarketMaker,40.584,-3179.0
MM_0,MarketMaker,40.585,-3027.0
MM_0,MarketMaker,40.585,-3082.5
MM_0,MarketMaker,40.585,-3027.0
MM_0,MarketMaker,40.585,-3069.5
MM_0,MarketMaker,40.722,-3069.0
MM_0,MarketMaker,40.734,-3068.5
MM_0,MarketMaker,40.784,-3068.0
MM_0,MarketMaker,40.795,-3067.5
MM_0,MarketMaker,40.796,-3067.0
MM_0,MarketMaker,40.807,-2977.0
MM_0,MarketMaker,40.807,-2877.0
MM_0,MarketMaker,40.857,-2876.5
MM_0,MarketMaker,40.869,-2876.0
MM_0,MarketMaker,40.869,-2875.5
MM_0,MarketMaker,40.931,-2875.0
MM_0,MarketMaker,40.941,-2874.5
MM_0,MarketMaker,40.942,-2874.0
MM_0,MarketMaker,41.003,-2873.5
MM_0,MarketMaker,41.014,-2873.0
MM_0,MarketMaker,41.015,-2872.5
MM_0,MarketMaker,41.076,-2872.0
MM_0,MarketMaker,41.087,-2871.5
MM_0,MarketMaker,41.088,-2871.0
MM_0,MarketMaker,41.118,-2959.5
MM_0,MarketMaker,41.119,-2871.0
MM_0,MarketMaker,41.119,-2959.0
MM_0,MarketMaker,41.119,-3179.5
MM_0,MarketMaker,41.362,-2873.5
MM_0,MarketMaker,41.368,-2872.0
MM_0,MarketMaker,41.378,-2871.5
MM_0,MarketMaker,41.441,-2870.0
MM_0,MarketMaker,41.452,-2868.5
MM_0,MarketMaker,41.531,-2812.5
MM_0,MarketMaker,41.535,-2810.5
MM_0,MarketMaker,41.587,-2808.5
MM_0,MarketMaker,41.597,-2806.5
MM_0,MarketMaker,41.599,-2804.5
MM_0,MarketMaker,41.65,-2804.5
MM_0,MarketMaker,41.651,-2804.5
MM_0,MarketMaker,41.651,-2804.5
MM_0,MarketMaker,41.878,-2804.0
MM_0,MarketMaker,41.888,-2803.5
MM_0,MarketMaker,41.899,-2803.0
MM_0,MarketMaker,41.951,-2802.5
MM_0,MarketMaker,42.024,-2802.0
MM_0,MarketMaker,42.047,-2801.5
MM_0,MarketMaker,42.047,-2801.0
MM_0,MarketMaker,42.096,-2800.5
MM_0,MarketMaker,42.106,-2799.0
MM_0,MarketMaker,42.108,-2798.5
MM_0,MarketMaker,42.108,-2798.0
MM_0,MarketMaker,42.132,-2792.0
MM_0,MarketMaker,42.168,-2791.5
MM_0,MarketMaker,42.179,-2791.0
MM_0,MarketMaker,42.18,-2790.5
MM_0,MarketMaker,42.181,-2954.5
MM_0,MarketMaker,42.182,-2790.5
MM_0,MarketMaker,42.182,-2876.5
MM_0,MarketMaker,42.253,-2876.0
MM_0,MarketMaker,42.254,-2875.5
MM_0,MarketMaker,42.326,-2875.0
MM_0,MarketMaker,42.327,-2874.5
MM_0,MarketMaker,42.4,-2874.0
MM_0,MarketMaker,42.4,-2873.5
MM_0,MarketMaker,42.462,-2873.0
MM_0,MarketMaker,42.473,-2872.5
MM_0,MarketMaker,42.474,-2872.0
MM_0,MarketMaker,42.547,-2871.5
MM_0,MarketMaker,42.619,-2871.0
MM_0,MarketMaker,42.619,-2870.5
MM_0,MarketMaker,42.631,-2870.0
MM_0,MarketMaker,42.682,-2869.5
MM_0,MarketMaker,43.121,-2868.0
MM_0,MarketMaker,43.132,-2866.5
MM_0,MarketMaker,43.174,-2854.0
MM_0,MarketMaker,43.206,-2853.5
MM_0,MarketMaker,43.486,-2853.0
MM_0,MarketMaker,43.62,-2852.5
MM_0,MarketMaker,43.715,-2852.0
MM_0,MarketMaker,43.716,-2851.5
MM_0,MarketMaker,43.789,-2851.0
MM_0,MarketMaker,43.841,-2928.0
MM_0,MarketMaker,43.842,-3094.0
MM_0,MarketMaker,43.899,-3088.0
MM_0,MarketMaker,44.008,-3087.5
MM_0,MarketMaker,44.07,-3087.0
MM_0,MarketMaker,44.2,-3085.5
MM_0,MarketMaker,44.591,-3085.0
MM_0,MarketMaker,44.592,-3084.5
MM_0,MarketMaker,44.663,-3084.0
MM_0,MarketMaker,44.724,-3083.5
MM_0,MarketMaker,44.822,-3083.0
MM_0,MarketMaker,44.847,-3078.5
MM_0,MarketMaker,44.955,-3077.5
MM_0,MarketMaker,45.016,-3076.5
MM_0,MarketMaker,45.27,-3068.5
MM_0,MarketMaker,45.295,-3059.5
MM_0,MarketMaker,45.307,-3058.5
MM_0,MarketMaker,45.475,-3057.5
MM_0,MarketMaker,45.475,-3056.5
MM_0,MarketMaker,45.559,-3044.5
MM_0,MarketMaker,45.559,-3040.5
MM_0,MarketMaker,45.673,-3039.5
MM_0,MarketMaker,45.684,-3038.5
MM_0,MarketMaker,45.747,-3038.0
MM_0,MarketMaker,45.757,-3037.5
MM_0,MarketMaker,45.769,-3037.0
MM_0,MarketMaker,45.831,-3036.5
MM_0,MarketMaker,45.892,-3036.0
MM_0,MarketMaker,45.904,-3035.5
MM_0,MarketMaker,45.965,-3035.0
MM_0,MarketMaker,45.976,-3034.5
MM_0,MarketMaker,45.988,-3034.0
MM_0,MarketMaker,46.584,-3364.0
MM_0,MarketMaker,46.585,-3534.0
MM_0,MarketMaker,46.752,-3532.0
MM_0,MarketMaker,46.791,-3496.0
MM_0,MarketMaker,46.791,-3484.0
MM_0,MarketMaker,46.808,-3307.0
MM_0,MarketMaker,46.808,-3235.0
MM_0,MarketMaker,46.843,-3233.5
MM_0,MarketMaker,46.854,-3232.0
MM_0,MarketMaker,46.854,-3230.5
